"gene_name"	"module"	"color"	"kME_grey"	"kME_allcells_allgenes_ND_25neighbors-M1"	"kME_allcells_allgenes_ND_25neighbors-M2"	"kME_allcells_allgenes_ND_25neighbors-M3"	"kME_allcells_allgenes_ND_25neighbors-M4"	"kME_allcells_allgenes_ND_25neighbors-M5"	"kME_allcells_allgenes_ND_25neighbors-M6"	"kME_allcells_allgenes_ND_25neighbors-M7"	"kME_allcells_allgenes_ND_25neighbors-M8"	"kME_allcells_allgenes_ND_25neighbors-M9"	"kME_allcells_allgenes_ND_25neighbors-M10"	"kME_allcells_allgenes_ND_25neighbors-M11"
"CCT3"	"CCT3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0193687982905658	-0.00370772643365301	-0.0245283211707351	-0.0436115395142487	-0.0122306012708518	-0.0268012290112459	0.0540365023670557	0.0388950857033726	0.0078847034209448	-0.00105938061922848	0.00132426545498831	0.0134130379155167
"MEF2D"	"MEF2D"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0267958281893445	-0.0783686533260168	-0.107656924380819	-0.0675060130829718	0.0130634808590377	-0.0542835710849438	0.133240461570527	0.0505272788083927	-0.0339587166721627	-0.0115131845618427	-0.0501726806899708	-0.0301904969108251
"RRNAD1"	"RRNAD1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0212193807472623	-0.0449703160529888	-0.0632175534255907	-0.0605887780836709	-0.0311992413660672	-0.0674311464081633	0.0765766183432694	0.0582798763455489	0.00371676186721798	0.00574656027711181	-0.0107110321057697	0.017213382108313
"HDGF"	"HDGF"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-9.44294045507178e-05	-0.0475524266614836	-0.0638403630788434	-0.0217221508143151	0.0196854554729987	-0.0247366239755707	0.0826669171437257	0.0289706237769704	-0.0328139150713754	0.00988595136541141	-0.0234164753582279	-0.0171790657501355
"PRCC"	"PRCC"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00826417962197203	0.00997519015667206	-0.0246232395437423	-0.0144637042821358	-0.0136512434385888	-0.0336250064218481	0.0584009925600166	0.0635039477788817	0.0286054424405257	0.0348496652352226	0.0233767067139676	0.0406949008538394
"ARHGEF11"	"ARHGEF11"	"grey"	"grey"	0.0788730847659706	0.144413001408189	0.0924049457928308	0.0971187261963078	0.0857356272210882	0.131095109945998	-0.0327093656762119	0.00885378620459373	0.0606104742066475	0.0132308877612551	0.0386885903800228	0.00234799336294219
"ETV3"	"ETV3"	"grey"	"grey"	0.0286708399548546	0.0733659359793101	0.0533581699593475	0.0403499296327902	0.024362156268891	0.0518498806001916	-0.0296826386340184	0.005494567659366	0.036916748456063	0.00655381808707437	0.0234704061833937	0.0159268076962487
"CADM3"	"CADM3"	"grey"	"grey"	-0.0018203892276337	-0.00103196199461352	-0.0181636661232523	0.0298826405176783	0.0409517870527581	0.0157844650808299	0.0389798904271145	-0.00180305935130327	-0.0308137521862574	0.0235611099947238	-0.00680219319721835	-0.0167349853271736
"DCAF8"	"DCAF8"	"grey"	"grey"	0.0277828954581653	0.0850671817180697	0.0480823734242828	0.0120551873365696	0.0107722306143604	0.0340102521785926	-0.0050449210064965	0.0488854514276393	0.0679890496763921	0.00675678948300027	0.0257458887199253	0.0437867865542763
"PEX19"	"PEX19"	"grey"	"grey"	0.0134031118327768	0.0190842662276454	-0.000627023427879046	-0.00616459554981746	-0.0032567945303093	-0.00685375648479941	0.0242062698049198	0.0245288632558466	0.0205073403871505	0.00862022741169752	0.0114032094812173	0.0200626765239538
"COPA"	"COPA"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00170299214839905	0.0483760013057852	-0.0369710764894723	0.0234552584657817	0.0127630570541584	-0.00567900094854195	0.0922192408582677	0.114569490360414	0.0815136279905502	0.0993093283237509	0.101470721759616	0.0731661296466364
"NCSTN"	"NCSTN"	"grey"	"grey"	-0.00539848134046023	-0.0135575157750127	-0.0252391529860028	-0.0258725594667994	-0.0118486234569629	-0.0247443839735844	0.0419209443481448	0.0385684178082155	0.0164114866219473	0.00191920345247867	-0.00953928378464436	0.0184988065367981
"VANGL2"	"VANGL2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0363732484894621	-0.0103529069772135	-0.0225072157644511	0.0144277426466607	0.0482322075498955	0.0236654055444234	0.0369562634612386	-0.0324032098633597	-0.0389563614065826	-0.0287918481722675	-0.0382139063812959	-0.0537171667563809
"F11R"	"F11R"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0192468118753485	-0.0586856377488746	-0.0755920877271218	-0.0341786294426332	0.0307661029152276	-0.0230826783567207	0.0923805199809479	0.0106977748628752	-0.0519461174495936	-0.00833887466054416	-0.0476640261523602	-0.0416053038681782
"TSTD1"	"TSTD1"	"grey"	"grey"	-0.0150757369157341	0.042949717145216	0.0579869578732612	0.0505422214630712	-0.00278692906614144	0.0314832643242767	-0.0589807278579407	-0.0249441340387142	0.025173111885445	0.0237162027693502	0.0406916441105734	0.0206128369440558
"USF1"	"USF1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00729181854059332	-0.0332922825204454	-0.057649589570318	-0.0159131977831555	0.0164113980164954	-0.0226733100628913	0.0734184533906058	0.014525223652793	-0.0329017636755056	0.00675314128415814	-0.0171402436965365	-0.0184072026454046
"PFDN2"	"PFDN2"	"grey"	"grey"	0.0174186271191565	0.0312754267667315	0.0138499515497925	0.013686527319913	0.0166760850883808	0.0276319247507188	0.000558542477379246	0.00270116626105822	0.0042056910327299	0.000980691647199952	0.00104633497481909	-0.00365801868464099
"NIT1"	"NIT1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0133597396071625	-0.0544292704892069	-0.0710727017446864	-0.0357314685630026	-0.0180246058538385	-0.0568840706252478	0.0839620865704116	0.0330658301535855	-0.0173027269781913	0.0148895805142401	-0.0055367799827734	0.00488621809243586
"DEDD"	"DEDD"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00869922569790996	-0.0235706442125577	-0.0372247866507018	-0.0204237368237808	-0.0123850430938822	-0.0248170796204654	0.0518517521304834	0.0300699844938258	0.00116340645682161	0.00643965101946895	-0.000443083134873281	0.0112496419874027
"UFC1"	"UFC1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00460609028425573	-0.0214282219552935	-0.0404812608816292	-0.00409482452688078	0.0267040429045053	-0.00989759863368466	0.0581856478476223	0.0103310493566634	-0.0277020602384835	0.0120457718900999	-0.0127203801989129	-0.0145547067440472
"PPOX"	"PPOX"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0041849184427157	-0.00904847836093893	-0.0306583880095047	-0.0107250113537494	0.00375886450325587	-0.0144338945946484	0.045096489024413	0.0112871238036652	-0.0145361813540619	0.00363217573036236	-0.0015628805424267	-0.00149550364145108
"NDUFS2"	"NDUFS2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0224122631352706	-0.0405994801160683	-0.0558130257827713	-0.0193529334657102	-0.0109745978678519	-0.0450786443172036	0.0710677595483451	0.0310270768188311	-0.0133492771490074	0.0280197266675284	0.00427800059682021	0.00583915305872168
"SDHC"	"SDHC"	"grey"	"grey"	-0.00956251901946852	0.039973926637452	0.0376036540785866	0.00920787794956183	-0.0289050296318984	-0.00234609700350453	-0.0167498345997892	0.0188354596219359	0.0408578073705011	0.0186751936671191	0.0377022251878441	0.037200187754704
"DUSP12"	"DUSP12"	"grey"	"grey"	0.00156279199258824	0.0215007112023166	0.00556030396963985	0.00736100142100759	-0.00636760910192927	-0.00175497989174885	0.00969025745173201	0.0247854866887587	0.0195727751473553	0.0202274300384898	0.0233457485034029	0.025595086387929
"ATF6"	"ATF6"	"grey"	"grey"	0.0173543820780882	0.262316179997297	0.25388340807527	0.111510472311123	-0.012653556733156	0.126392200263587	-0.177401554011104	0.00215874243950276	0.149706526076588	0.0240784449116801	0.107111349263283	0.116667063035596
"NOS1AP"	"NOS1AP"	"allcells_allgenes_ND_25neighbors-M5"	"red"	-0.184405731856846	0.143814043768857	0.10506819972548	0.422995482140787	0.183975836754283	0.167133109161336	-0.0678316882679866	-0.102545663757002	-0.0490800292519337	0.405435474724247	0.215816218279368	0.0575788279320915
"C1orf226"	"C1orf226"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0999159222607854	-0.0688263200452469	-0.081145990470014	0.111914663859601	0.0771199996786926	-0.00871251780223246	0.0856824384773951	-0.0426313679217491	-0.0965620020193245	0.14042066390075	0.0245466979946145	-0.0323505193565743
"UHMK1"	"UHMK1"	"grey"	"grey"	0.0410826947389294	0.158538218286552	0.137375329173102	0.0850446080402846	0.0224930156399779	0.0944845857658361	-0.0964778959548017	-0.0220124018600826	0.0718095925157288	0.0193094248492836	0.0677496903712072	0.039194592990048
"UAP1"	"UAP1"	"grey"	"grey"	0.035798628251036	0.0947186077236506	0.0777140127499302	0.0364899414990253	0.0262168855181675	0.0611300191544015	-0.0414711822633106	0.0150661258102016	0.0442345278512616	0.0142097115571375	0.0274356168318786	0.0226077054086192
"DDR2"	"DDR2"	"grey"	"grey"	-0.00780044964697866	0.0222054857053259	0.00627826859521469	0.0172755432447809	0.00311033404534259	0.0055795766823671	-0.00490665726724842	0.00641920655516948	0.00352961546764248	0.0245535410100883	0.0219543385622985	0.0111018122643508
"HSD17B7"	"HSD17B7"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0591994710620441	-0.0290874743860892	-0.113308134618063	-0.0534423244234424	-0.0996885565589672	-0.151366589564719	0.169290270357156	0.0991358207556067	0.00745847763189024	0.108562704930683	0.102685908996671	0.114468119201778
"RGS4"	"RGS4"	"allcells_allgenes_ND_25neighbors-M4"	"blue"	-0.0269642966329082	0.0742510445431569	0.0746647551660381	-0.0488218389081498	-0.106006301487187	-0.0457976183696112	-0.0416486674786687	0.14582547241174	0.182826026800809	-0.0105256524506773	0.0550856635642692	0.133843078744275
"PBX1"	"PBX1"	"grey"	"grey"	0.235643238140691	0.35231289424824	0.375411934686151	0.229426508777026	0.172501186689301	0.376101641796096	-0.319642815212205	-0.217527814779385	0.0563951282889444	-0.176807009266019	-0.0637866344918322	-0.114939015221583
"LMX1A"	"LMX1A"	"allcells_allgenes_ND_25neighbors-M3"	"brown"	-0.057219764914463	0.0241449204753939	0.0471449751647741	0.450706424775622	0.643064193177986	0.453413466795181	-0.0518457557101116	-0.296896435701107	-0.331250152824108	0.202237284530801	-0.138999771378846	-0.337139952882343
"MGST3"	"MGST3"	"grey"	"grey"	-0.0176309868395334	0.123728144174783	0.10710938230951	0.113965017753168	0.0318940962054523	0.09040496499477	-0.0814556299623447	-0.0155663008971617	0.0579528204645834	0.0556022458395559	0.0749619309264563	0.0449400204469935
"ALDH9A1"	"ALDH9A1"	"grey"	"grey"	0.00783137086718933	0.0734844396624043	0.0594973216061627	0.0371058223420724	0.0145513119886172	0.0459934959613415	-0.0413319461790846	0.00681071055305133	0.0431697934936891	0.0010923292345904	0.0274207007754194	0.0214405788361333
"TMCO1"	"TMCO1"	"grey"	"grey"	0.00841595597780962	0.0634455011415371	0.0494897252050527	0.029878699336123	0.00924137519462087	0.0332209251044221	-0.030655145035006	0.00853410570806571	0.0313886131021745	0.0252919523479711	0.030554902779874	0.0215835984895243
"UCK2"	"UCK2"	"grey"	"grey"	0.046945093227323	0.143268559430677	0.111142896136194	0.0987777218394062	0.0706772543977607	0.124158133198811	-0.0626354219687925	-0.0369579615514958	0.0296335123665487	0.0407809160866453	0.0566979184997559	0.0111667856217703
"FAM78B"	"FAM78B"	"grey"	"grey"	0.129599808550167	0.107061302297775	0.0664717258730269	-0.0145473899976355	-0.0317207437266078	0.0432594100089708	-0.0203035392086469	0.018843405529333	0.0615443698228535	-0.0417398264991377	0.0379082828843687	0.0231267497360129
"POGK"	"POGK"	"grey"	"grey"	0.0273156851907673	0.0705938384493978	0.0477283844135223	0.00989530431812513	-0.000868152588655596	0.0310385784475682	-0.02083716345476	0.0265139525324315	0.0549893880805281	-0.00385862114759427	0.0242871719174137	0.0293839018601703
"TADA1"	"TADA1"	"grey"	"grey"	0.0376478962270259	0.104255034551564	0.0875088593884995	0.00930177238735657	-0.0193336144160229	0.0402930724073016	-0.0522328819784653	0.0411158460059066	0.0914653228763268	-0.019296357335889	0.0341797179553592	0.0539481097338208
"ILDR2"	"ILDR2"	"allcells_allgenes_ND_25neighbors-M8"	"black"	0.242102576219807	0.0550014602754242	0.016475349582983	-0.0372653404192735	0.0180702188048015	0.0667411224490624	0.0105207799241905	-0.0575318419527188	-0.0465890651456651	-0.117406751508423	-0.0462332735325703	-0.0915008048696719
"POU2F1"	"POU2F1"	"grey"	"grey"	0.113369676093757	0.139647153432533	0.123826490135465	0.0751826591057255	0.0489196831647296	0.13259781448767	-0.0870006095787144	-0.00020566416080103	0.103477632262021	-0.00191461526859417	0.072313091651816	0.0159395653496979
"MPZL1"	"MPZL1"	"grey"	"grey"	0.0281246461737128	0.0394516709758546	0.0153722996742413	0.0147191736009367	0.0317198900556431	0.0423321798916515	0.0310951253448554	0.0466391594781572	0.0352426324404259	0.0153086265678284	0.000481290601336397	0.0117014632490801
"MPC2"	"MPC2"	"grey"	"grey"	-0.00480828848365104	0.0920887961601425	0.107820803470816	0.0135823507458934	-0.00537103604767092	0.0520356308704058	-0.0849149884959276	0.0441829448010262	0.102806528760577	-0.0349042773529418	0.00432295145755868	0.0436302617710062
"DCAF6"	"DCAF6"	"allcells_allgenes_ND_25neighbors-M6"	"yellow"	0.0804150199697797	0.326240510728459	0.385767275563857	0.165741489950563	0.0628446641764877	0.260120198284525	-0.325457894403699	-0.0543153600996833	0.19381502907399	-0.0563594333330159	0.0586315289603138	0.0561438406898856
"TIPRL"	"TIPRL"	"grey"	"grey"	-0.00870228144371742	0.0814147782685774	0.0349684527055556	0.0479736377763819	-0.0305755419216389	-0.0034609356257944	0.00437667863830792	0.0245092202143326	0.0346679096131954	0.0848277194818855	0.105746507660084	0.0756644361409669
"SFT2D2"	"SFT2D2"	"grey"	"grey"	0.0315893350179244	0.0892201046802822	0.0704008890666052	0.0742418391556816	0.067802844762814	0.0854308602488889	-0.0318763286969574	-0.00922921194765455	0.0166604083068743	0.0311263043985182	0.0259215025113632	0.00218633269570882
"AL023755.1"	"AL023755.1"	"grey"	"grey"	0.0340581687215287	0.143279659497781	0.186076842550774	0.0651841304393357	0.00429202945480391	0.111620146485527	-0.1744022702823	-0.0370564945969008	0.0957698622960047	-0.028633363659871	0.042331286920474	0.0362443401646963
"ATP1B1"	"ATP1B1"	"allcells_allgenes_ND_25neighbors-M4"	"blue"	0.00680038750530437	0.10308831399561	0.106521479042432	0.0142387684219279	-0.0269811656807914	0.0465550598879024	-0.0700030096984195	0.106628381418426	0.171730202032941	-0.0358719492354148	0.0146798224962725	0.0799609386115942
"NME7"	"NME7"	"grey"	"grey"	-0.0392961624225723	0.106030682710386	0.0772043505508963	0.108688974278367	0.0309934369447971	0.0481974594202044	-0.0054843751417324	-0.0218880108538682	0.0172231401925712	0.0617661634149508	0.0395639365739706	0.0454478702579691
"BLZF1"	"BLZF1"	"grey"	"grey"	0.0134389767616493	0.123826334206652	0.0933146614804642	0.0462253386244878	-0.0201373609533252	0.0354710402160026	-0.0558944325207618	0.0266340613656139	0.0825142296946139	0.0329230045157276	0.0774085162538731	0.0738994890670899
"CCDC181"	"CCDC181"	"grey"	"grey"	-0.00884574785771298	0.0614608375123396	0.0425957689293224	0.0441437343730915	-0.00427949057417979	0.0190481978060621	-0.0267047191709925	-0.0059351056315623	0.0289517169723882	0.0296000101765988	0.0502121661193121	0.029305204783713
"SLC19A2"	"SLC19A2"	"grey"	"grey"	0.0422870174300444	0.102744147070444	0.0792944962401721	-0.00675407522643163	-0.0343991810138797	0.0266893648230675	-0.056520763110841	0.0356058452372901	0.0936448514758618	-0.0206229170777031	0.0347028653138954	0.0552667627652892
"C1orf112"	"C1orf112"	"grey"	"grey"	-0.000752077774215676	0.0943027945662756	0.0811987906393586	0.0576419653081333	-0.0168490119161727	0.0359216384881935	-0.0621334730317166	-0.00894348503369425	0.0595064736703751	0.0341370434016562	0.0733613590371397	0.055283023127473
"SCYL3"	"SCYL3"	"grey"	"grey"	0.022404733008384	0.0934352475807659	0.0658016555020835	0.0273487041102916	-0.0176965927385236	0.0277346577204164	-0.031657316942476	0.0511521229716871	0.0907310054207125	0.00741801449294948	0.0449006427866876	0.0605836570310581
"KIFAP3"	"KIFAP3"	"grey"	"grey"	0.0418797909544376	0.329092231309713	0.36045505854168	0.351272428001648	0.210673547167335	0.366164917706421	-0.317725491271717	-0.21215548683322	0.0444784280479119	0.0403723921459605	0.0786866341718794	-0.0414209346545626
"GORAB"	"GORAB"	"grey"	"grey"	0.0363088962457362	0.0496886055877524	0.0297884656754934	0.0340185176478193	0.0585371376317233	0.0628564055468644	-0.00466859358657414	-0.00925934180001206	-0.00412853431677705	-0.00566973636108007	-0.0104797462156891	-0.0242985307588913
"PRRC2C"	"PRRC2C"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0555485209332965	-0.0180217526729065	-0.0785535333283978	-0.0848745581621383	-0.0796776064213395	-0.133868307508551	0.160034000640813	0.103672128784742	-0.00221333458651088	0.0313040131737228	-0.0156068908331442	0.0741857870827581
"VAMP4"	"VAMP4"	"grey"	"grey"	0.0353425348702865	0.146041438990692	0.130571997021773	0.0703130866265737	0.0254394745793958	0.0954803800740551	-0.0993864597998318	-0.00715282060640876	0.0857160983396667	-0.00162791380631721	0.0399859245062482	0.0331515562932274
"DNM3"	"DNM3"	"grey"	"grey"	-0.0394128587300523	0.103132858853586	0.102144037138782	0.227476078690881	0.0759671170026333	0.126147564198871	-0.109555421905085	-0.121346615454199	0.00419079077646322	0.0852598811953077	0.0908921700045221	-0.0056002522857206
"SUCO"	"SUCO"	"allcells_allgenes_ND_25neighbors-M4"	"blue"	0.0181275408239894	0.252261578299795	0.222019248261549	0.103729455648177	-0.0651526037754112	0.0802614779770132	-0.158445209954908	0.0647664387272281	0.227994151935755	0.0301582500746013	0.153742824642478	0.161565573169756
"AL645568.1"	"AL645568.1"	"grey"	"grey"	0.0523537312703277	0.203211858564884	0.170838634398717	0.0431861917976439	-0.0469123509729411	0.0676181765453384	-0.100932681617681	0.0592683188822333	0.159902922284224	0.0156464819400469	0.101097661280322	0.116885546135725
"PRDX6"	"PRDX6"	"grey"	"grey"	0.0291424255390954	0.0677125315328897	0.0440510601097404	0.011986634565099	-0.0068541350707657	0.0216096202708675	-0.0154200086612422	0.0200098904617753	0.0435981151771578	0.00373677711771832	0.0277647846669263	0.0321537422489421
"KLHL20"	"KLHL20"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.045539971440287	-0.0211079617420236	-0.101167001462537	-0.0582950920584275	-0.0223455812086872	-0.0603710002120256	0.157137835289101	0.128932699764297	0.0440741614617432	0.0403291868966262	0.0459339158283443	0.0476048256881721
"DARS2"	"DARS2"	"grey"	"grey"	0.00741307847652465	0.0325267848001778	0.0143712301195782	0.0141008262777242	0.00494482427889109	0.0106261159358163	0.0038007262909934	0.00521502973065202	0.0127378249973478	0.00625024400360651	0.015240491057491	0.00862094567338944
"GAS5"	"GAS5"	"grey"	"grey"	0.0556725040149438	0.0430177212310746	0.0244416652947407	0.0231660740670023	0.0717291564044683	0.0649186751728227	-0.00892064264238863	-0.0487771274099771	-0.0360481387263562	-0.0171248636511605	-0.0204870760565166	-0.0489256847531652
"ZBTB37"	"ZBTB37"	"grey"	"grey"	-0.0207289965197274	0.0590073840679547	0.0697015109420364	0.0106486121970795	-0.0412139636059244	0.00232709612458204	-0.0488185907903106	0.0303911660879018	0.0656147586623913	0.00528571203384086	0.0443036611251772	0.0593125624783004
"RC3H1"	"RC3H1"	"grey"	"grey"	0.0148284333242612	0.127592036354064	0.0802966357760147	0.0505433661718997	0.00391907033162329	0.0337039697259136	0.00631266882742815	0.0205554811476279	0.0274788009213767	0.0384462488595777	0.0268050538011483	0.05721667198931
"RABGAP1L"	"RABGAP1L"	"grey"	"grey"	0.131584596834139	0.263635968679205	0.302947896885978	0.0978446986035265	-0.0136651555068201	0.183388815887948	-0.255860486659581	-0.0813546807823985	0.114281209508672	-0.0686225355741957	0.0278739429668822	0.037808768403351
"CACYBP"	"CACYBP"	"grey"	"grey"	0.0364869587687149	0.0650899561981867	0.0532802864893609	0.0365567344942058	0.033993727339198	0.0554554282535337	-0.0305362205634396	-0.0110877743822973	0.0140508818070093	-0.0023906039557661	0.00677530951270093	-0.00171118191844861
"MRPS14"	"MRPS14"	"grey"	"grey"	0.00423545190502779	0.054191659556381	0.0460629353826657	0.0312400364730433	-0.000646082224474624	0.0264526284942654	-0.0324064737266192	-0.00361436619924183	0.0275283549417416	0.00647901205746403	0.0228115109060373	0.0180868193278346
"TNR"	"TNR"	"allcells_allgenes_ND_25neighbors-M5"	"red"	-0.0993795640880959	0.146586206987657	0.0281472857649351	0.26519092439157	0.0191695457073458	0.0204909886001437	0.064620204032617	-0.0103268766760805	-0.0395841891071818	0.460983412964487	0.351127391438972	0.167512043440194
"LINC02803"	"LINC02803"	"grey"	"grey"	0.0175221840581572	0.0685114868953782	0.0447059209468852	0.0771996143048813	0.0326640214765147	0.0583409236062193	-0.0336029212616464	-0.0378912128280846	-0.00508096906755346	0.0386197149775739	0.0402127184769843	-0.0018319702333702
"COP1"	"COP1"	"allcells_allgenes_ND_25neighbors-M6"	"yellow"	0.0725945526309398	0.299074300871738	0.337016595071123	0.161557282901133	0.0332603060044513	0.213887871066565	-0.257940370707419	-0.0940429799505527	0.114190501144224	-0.0306387178168375	0.0448675819598382	0.0498652342288794
"PAPPA2"	"PAPPA2"	"grey"	"grey"	-0.138855068610749	0.105462282701953	0.0899340671006922	0.249096007469512	0.00509479293414593	0.0379800857987736	-0.0875228744796882	-0.0873536511819195	0.00995470861513047	0.216024039852839	0.215385335688794	0.0804344043209567
"ASTN1"	"ASTN1"	"grey"	"grey"	-0.110063768361616	0.133387171491315	0.11656753859176	0.293011220792316	0.0461290898181103	0.0980372506164654	-0.118463680306539	-0.133272682953122	0.017350294551851	0.145560473624935	0.183844775742106	0.0418454522014289
"BRINP2"	"BRINP2"	"grey"	"grey"	-0.0335584430853793	0.0243332720941472	0.0299441901929013	0.0700331427291618	0.0165825567126149	0.0311856661822299	-0.0428544026577054	-0.010607193184515	0.0492945949342003	-0.0280936906854895	-0.0023814089797497	-0.00326792894651485
"RASAL2"	"RASAL2"	"allcells_allgenes_ND_25neighbors-M6"	"yellow"	0.121057676164952	0.342891750942872	0.407432069971294	0.0572609688643527	-0.102652508846846	0.164213053894779	-0.317934015041679	0.00311554655426977	0.269328945905786	-0.127474215342838	0.067163734678796	0.142024988531031
"RALGPS2"	"RALGPS2"	"allcells_allgenes_ND_25neighbors-M4"	"blue"	0.0782737869673324	0.180186292182516	0.215508557273328	-0.169760124378838	-0.239024900343337	-0.0373245036941953	-0.169639355381978	0.227661772574505	0.386358400148324	-0.1853158616056	0.0426742101516524	0.21774351879533
"FAM20B"	"FAM20B"	"grey"	"grey"	0.00826315202719567	0.0446036038782114	0.00577989157784549	0.00991632229990709	-0.0115191742234615	-0.00415767158841286	0.0331481518659475	0.0436696965592292	0.03746290740602	0.0400224397992857	0.0420219268684861	0.0475834847152755
"TOR3A"	"TOR3A"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0109842841388905	-0.0588032130883067	-0.0809620312164036	-0.0354740294342457	0.0389661004803206	-0.0225497954142761	0.096407572166209	0.0160109463171185	-0.0574126903271932	-0.00171661693836719	-0.0469589217719713	-0.0436504368900247
"ABL2"	"ABL2"	"grey"	"grey"	0.0087799567793374	0.0688108766849547	0.0559836446772985	0.0201761968498924	0.0116575671091673	0.0250423242130629	0.00579772308684014	0.0338321344778826	0.0433227737357192	-0.00317355844752472	0.00674771874930889	0.0315539717467604
"SOAT1"	"SOAT1"	"grey"	"grey"	0.0277084471685829	0.103070415161994	0.0713224599097333	0.0816031857040726	0.0961709102131489	0.10710057165018	-0.0314183440195732	-0.0177826266956118	0.00817848011306833	0.0119579767641354	0.00808818875950653	-0.0150418001835104
"TOR1AIP2"	"TOR1AIP2"	"grey"	"grey"	0.00927307264629487	0.161099638729617	0.13034673810745	0.107702461255262	0.00637184089093386	0.0735765470704612	-0.0772364408137498	-0.00359690445824728	0.0763804024165116	0.0703755969628974	0.108056081516554	0.0771316802931353
"TOR1AIP1"	"TOR1AIP1"	"grey"	"grey"	-0.0179208539458339	0.0577359165200528	0.0351365995802127	0.00585025145078411	-0.0342797000482768	-0.00747313009028859	-0.00920966677992273	0.0367934127886491	0.0548871286105023	0.0224296502560317	0.049608500275506	0.0607674207059751
"CEP350"	"CEP350"	"grey"	"grey"	0.018997635600298	0.162659076589882	0.111052340983826	0.0235038652602647	-0.0437032698986068	0.0191588931012764	-0.02057204896064	0.0548100575269749	0.0831133878300821	0.0156273347045691	0.039832860320823	0.0983282511225416
"QSOX1"	"QSOX1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0238528371598381	-0.0278141648523449	-0.0575189721717577	-0.0680957573979673	-0.0530700485513784	-0.0649489342026681	0.0712352417535074	0.0591885235101908	0.0302447904828586	-0.0316561726581134	-0.00309153583945957	0.0250536259504779
"ACBD6"	"ACBD6"	"grey"	"grey"	0.0231066961279013	0.264024888043138	0.270056916976841	0.0983295376214345	-0.0443166254403281	0.111859062041227	-0.176593368301056	-0.00350148727717013	0.14894575293597	-0.00181366969687758	0.0801490564882196	0.133449330683757
"XPR1"	"XPR1"	"allcells_allgenes_ND_25neighbors-M6"	"yellow"	0.0783845550835036	0.363765945668947	0.421744534622649	0.27571994911498	0.0757276174263278	0.299153247462261	-0.363378268663653	-0.214831661654086	0.089100289312485	-0.0287091487263433	0.0788276551562718	0.0125196519704889
"AL162431.1"	"AL162431.1"	"grey"	"grey"	0.0116232226577109	0.00253325234713537	-0.0206542208588776	0.00183551213150407	0.00595841976423187	-0.00961793940489303	0.0409516552033013	0.0117424717069276	-0.00526351102461632	0.012362037576509	0.00379422765527383	0.00283944870876262
"STX6"	"STX6"	"grey"	"grey"	0.044213030802498	0.155721968138736	0.123658126785263	0.0871537464877401	0.0156825276850209	0.0843603144340338	-0.0802666040777266	-0.0301440307842863	0.0634201511281525	0.0294346409065214	0.0840970096913374	0.0405712846160833
"CACNA1E"	"CACNA1E"	"allcells_allgenes_ND_25neighbors-M5"	"red"	-0.376055165398789	0.0833044226425349	-0.00874849592634334	0.31367646982009	-0.177235038311069	-0.171388226624891	0.0670526492742253	0.108192306467181	0.0766088963102059	0.673326797764317	0.525155669756215	0.395131903637635
"GLUL"	"GLUL"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0813130018411292	-0.0136792449471326	-0.0304687013752192	-0.0725238845420536	-0.0103381318297332	-0.0113611473621766	0.0528290944067284	0.0538062690520714	0.0327345320871484	-0.0754866857882381	-0.0557680801474265	-0.0143077965601358
"NPL"	"NPL"	"grey"	"grey"	-0.105769211205383	0.0721405357379981	0.0451360358011389	0.0301409819467101	-0.111016851211215	-0.0734949643830438	-0.0055780421145726	0.094061550169756	0.110155271273077	0.121236382199407	0.162262896743627	0.174087169236459
"DHX9"	"DHX9"	"grey"	"grey"	-0.0239955459615847	0.203743542134291	0.125010126241121	0.0854176260837824	-0.0391405920581118	0.034387962933487	-0.0526064951554375	0.0507088077051179	0.120410109574432	0.0990502893725966	0.149204031482639	0.14912026412934
