"gene_name"	"module"	"color"	"kME_grey"	"kME_betacells_allgenes_ND_25neighbors-M1"	"kME_betacells_allgenes_ND_25neighbors-M2"	"kME_betacells_allgenes_ND_25neighbors-M3"	"kME_betacells_allgenes_ND_25neighbors-M4"	"kME_betacells_allgenes_ND_25neighbors-M5"
"ZNF622"	"ZNF622"	"grey"	"grey"	-0.0356690394737459	0.0189651346924047	0.00163762160074903	0.0322912263597939	0.0476587655030157	0.0467319243242873
"RETREG1"	"RETREG1"	"grey"	"grey"	0.00745473049346878	0.120554365757341	-0.0023359581924135	0.105558283368883	0.111514108221243	0.0555908044322563
"MYO10"	"MYO10"	"grey"	"grey"	0.0532750758240424	-0.101802494524408	-0.067219487621844	0.147125598660521	0.189914048794225	0.0534429709512108
"BASP1"	"BASP1"	"grey"	"grey"	-0.103616880113408	0.0300347106156793	-0.0512901305761357	0.166628100370909	0.137626955089483	0.155229333170828
"BASP1-AS1"	"BASP1-AS1"	"grey"	"grey"	0.0402064454644138	-0.111051627599121	-0.125548411031376	0.168419649904134	0.0493497718828773	-0.00275019894277196
"CDH18"	"CDH18"	"betacells_allgenes_ND_25neighbors-M5"	"yellow"	-0.0969866471082381	0.331426531969928	0.427018705916704	-0.304709312565409	0.0520275771998626	0.137604846376425
"LINC02241"	"LINC02241"	"grey"	"grey"	-0.0669645771178394	0.0495605554592077	0.00602332178503884	0.0591169522771029	0.0823229384871042	0.0908611722841218
"CDH12"	"CDH12"	"betacells_allgenes_ND_25neighbors-M3"	"brown"	-0.165993186349832	-0.121396205577082	-0.232055172839539	0.361586507614847	0.181044310050161	0.195194910403781
"CDH10"	"CDH10"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.234792317892238	0.0474620537522905	-0.0761995439777518	0.279345052128084	0.242916285335422	0.308105798820297
"AC091885.2"	"AC091885.2"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.253951581785821	0.0986774656034559	-0.0335244581113138	0.1137921710419	0.0561951077509461	0.254087747356209
"CDH9"	"CDH9"	"grey"	"grey"	-0.0609509265623088	-0.00743282284975984	-0.0467199844013226	0.0649858411322646	0.055642189414612	0.076766128207309
"CDH6"	"CDH6"	"grey"	"grey"	-0.0954253944177137	-0.102756678115103	-0.106958733775366	0.187927161616307	0.203719147658949	0.134944287181544
"DROSHA"	"DROSHA"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.0879011075435353	0.0483614473305224	-0.00417548671145759	0.116645532005487	0.194894004949019	0.146987621071296
"C5orf22"	"C5orf22"	"grey"	"grey"	0.00477626759226177	0.0128503959724845	0.013878598052937	0.0247131993765102	0.0885905611912408	0.0237225185618471
"PDZD2"	"PDZD2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.274497495176612	-0.623821610530523	-0.462253783267278	0.450710503116345	0.164513115096248	-0.126246673990581
"AC025178.1"	"AC025178.1"	"grey"	"grey"	-0.0111098561547825	0.00686866085610113	-0.00189966851042711	0.0439931442801558	0.0730602831927148	0.0455873043779998
"GOLPH3"	"GOLPH3"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.13314442880575	0.122927006154146	0.00586600436717223	0.149700483872659	0.150142881006725	0.167208222814617
"MTMR12"	"MTMR12"	"grey"	"grey"	0.0150059388783901	0.0286428705113269	0.00282645516568955	0.0558093727829494	0.0664306429903321	0.0215170020594915
"ZFR"	"ZFR"	"grey"	"grey"	-0.0979162339729708	0.0327415137618837	-0.00549458545368201	0.103609408625539	0.204646699803567	0.171887200386596
"SUB1"	"SUB1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.143668487127088	0.0675850649376007	-0.0075225540269092	0.0908421424553501	0.151751444447377	0.1850204294026
"TARS"	"TARS"	"grey"	"grey"	0.0228757444636353	-0.0415890411085647	-0.0214244697309696	0.0745976420693879	0.121459855475321	0.016724170065752
"ADAMTS12"	"ADAMTS12"	"grey"	"grey"	-0.0735733707507027	-0.0135309571758848	-0.0768484203203284	0.103054002928571	0.0680372824661171	0.0952906327046311
"SLC45A2"	"SLC45A2"	"grey"	"grey"	-0.054781172501337	-0.0692212609906982	-0.132571111779428	0.197421239725448	0.121611138282864	0.0840005601030834
"AMACR"	"AMACR"	"betacells_allgenes_ND_25neighbors-M3"	"brown"	-0.00771429494174981	-0.0754976366777354	-0.0804543155670057	0.199395784279812	0.170598992968566	0.0678683101489921
"C1QTNF3"	"C1QTNF3"	"grey"	"grey"	-0.0452369244635806	0.0244213093784136	-0.0111245818668298	0.0895327082598188	0.10247311706646	0.0777049729521054
"RAI14"	"RAI14"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0730646514424747	-0.130115860997577	-0.137583777612204	0.175113129848703	0.0776003439088714	-0.01883874456686
"TTC23L"	"TTC23L"	"betacells_allgenes_ND_25neighbors-M3"	"brown"	-0.0489216710178983	-0.0579993199678048	-0.133105962665132	0.187880668153852	0.0682854863120834	0.0767876727106144
"RAD1"	"RAD1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0482492784749119	-0.0512452808524351	-0.0380390015831797	0.0376172178212815	0.0266767309415314	-0.0262540562596432
"BRIX1"	"BRIX1"	"grey"	"grey"	-0.024561023495011	-0.00625684140409073	-0.0154863792793452	0.0411545211142965	0.0405755789414372	0.0282193771957623
"DNAJC21"	"DNAJC21"	"grey"	"grey"	0.00575518495647259	-0.0138399456366373	-0.02968806752103	0.069258535104442	0.0953394555899875	0.0302518996471699
"PRLR"	"PRLR"	"grey"	"grey"	-0.0406618555749888	0.0842242605306756	0.0462714880590105	0.0439237066124068	0.103290853104779	0.0832745201037256
"SPEF2"	"SPEF2"	"grey"	"grey"	0.00210534486818234	0.0170081189969036	0.0177727696899344	0.0204780961830225	0.0499519074035489	0.0191875718192416
"CAPSL"	"CAPSL"	"grey"	"grey"	-0.0348577258856053	-0.037680585672341	-0.0627470716504104	0.116292811507698	0.110829479525686	0.0724682347417372
"LMBRD2"	"LMBRD2"	"grey"	"grey"	-0.0715566431815539	0.0330146179669618	-0.00677810942058058	0.0816324758386683	0.126204945858545	0.103973504569986
"SKP2"	"SKP2"	"grey"	"grey"	-0.0546720461528078	0.0440182380677603	0.0150346759304216	0.0352135534408447	0.092568498191397	0.0752929223352793
"NADK2"	"NADK2"	"grey"	"grey"	-0.0533004920930208	0.0418911900342929	0.0033435542197808	0.0815477357498404	0.1146243189487	0.0965354757314126
"NIPBL-DT"	"NIPBL-DT"	"grey"	"grey"	-0.0685704810014985	0.0376653477733108	-0.00392604188235091	0.0140897953085527	0.0279574878962306	0.0653556238731253
"NIPBL"	"NIPBL"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.208673749104163	0.101254632480559	0.0068971964658245	0.108213523296176	0.222207816953269	0.280341096707687
"CPLANE1"	"CPLANE1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.209610032266344	-0.107855153931579	0.00535995185530812	0.018083506637229	0.0910148139482034	-0.096436918976775
"NUP155"	"NUP155"	"grey"	"grey"	0.0316516057403717	-0.0153614331962334	-0.00345217541381111	0.0311184710593497	0.0616794358408253	0.00103283745041126
"WDR70"	"WDR70"	"grey"	"grey"	-0.0813396523420752	0.0161887251570106	-0.022146869753309	0.066514189663483	0.128474204182845	0.163209807545731
"LIFR"	"LIFR"	"grey"	"grey"	-0.0385708459792489	0.0773220423215559	0.0518153757031643	-0.00500960175184147	0.0606997417348719	0.0466008654225455
"RICTOR"	"RICTOR"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.133771123006708	0.0536312274205308	0.000259608667811515	0.131575344369266	0.240683214264363	0.22218792621421
"TTC33"	"TTC33"	"grey"	"grey"	-0.0954109793902561	0.0605021072565833	0.00958162471568381	0.0657024461675	0.102560201579544	0.119679281879325
"PRKAA1"	"PRKAA1"	"grey"	"grey"	-0.0407035926737744	0.126253487620666	0.0573958510073493	0.108947501979394	0.157326965031076	0.0763452141963865
"RPL37"	"RPL37"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00439791964080551	-0.0457859105958756	-0.0566579735025197	0.0346627577551336	0.000531131641326201	-0.00586418157324901
"PLCXD3"	"PLCXD3"	"grey"	"grey"	-0.0615148335513838	-0.116186824840473	-0.102015413054302	0.17250933726677	0.165562880526451	0.150731292809454
"OXCT1"	"OXCT1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.183890264620099	0.131509614134462	0.00137769984852365	0.11076163178015	0.159351166704856	0.227723350946062
"C5orf51"	"C5orf51"	"grey"	"grey"	-0.0162891373951655	0.017374954486768	0.00876304947854002	0.0443551665241304	0.0887050109464358	0.0465363729294461
"FBXO4"	"FBXO4"	"grey"	"grey"	-0.041147814868214	0.00800807722468398	-0.0191403352706622	0.0414626828442911	0.0545631845919207	0.050539756352262
"GHR"	"GHR"	"betacells_allgenes_ND_25neighbors-M5"	"yellow"	-0.069199012425976	0.428787865679814	0.549025393353275	-0.349352421766049	0.0910683892035176	0.119322117679007
"CCDC152"	"CCDC152"	"grey"	"grey"	0.00369974769507591	-0.073822107672757	-0.0757296561807718	0.0989247435825001	0.0704308788313177	0.0157992590572044
"SELENOP"	"SELENOP"	"grey"	"grey"	-0.0364849556518529	0.0269197979165078	0.00841878059285111	-0.000575354734236331	0.0200923875548004	0.0338940594080656
"AC025171.1"	"AC025171.1"	"grey"	"grey"	-0.0216337935131731	0.0192298932965553	0.0065658391280186	0.0297833148375235	0.049669116694096	0.0457348722191016
"ZNF131"	"ZNF131"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.151993267722821	-0.0360101303861835	-0.0126115628218192	0.0253654274403467	0.0187879506299753	-0.110528045677506
"NIM1K"	"NIM1K"	"grey"	"grey"	0.0268835460955109	0.0312446641509619	0.0353662756174997	-0.00439543863861513	0.0378002719443996	0.00241091056503398
"HMGCS1"	"HMGCS1"	"grey"	"grey"	0.0694303763671384	-0.006092455849158	-0.0354407984906137	0.0771957750606427	0.0594028166142634	-0.0458917552591279
"TMEM267"	"TMEM267"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.0907864326613964	0.0348536335832913	-0.0243966970375401	0.0682368604504784	0.0913682825498965	0.115751947204667
"PAIP1"	"PAIP1"	"grey"	"grey"	-0.0452725713583327	0.0487615299791973	0.0341958466616723	0.0535667654237262	0.126583604280478	0.0871719981847431
"NNT-AS1"	"NNT-AS1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.033896958668779	-0.00175102399144116	-0.000632127689823542	0.0101212953447254	0.0325007711875576	-0.00540303184535089
"NNT"	"NNT"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.116536935946099	0.119065978300615	0.0726350315070243	0.0650557655353586	0.200555129825846	0.181541856900105
"MRPS30-DT"	"MRPS30-DT"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.172335596977409	0.168923292065836	0.0917822432104744	0.0313848450547676	0.11838248248759	0.209072772068346
"MRPS30"	"MRPS30"	"grey"	"grey"	-0.0711250351867148	0.0470883150899494	0.000911090500942501	0.0461346835319519	0.0697740430238447	0.0906553861679142
"HCN1"	"HCN1"	"betacells_allgenes_ND_25neighbors-M5"	"yellow"	-0.128989047458067	0.361998088412955	0.495201110882318	-0.339361440724982	0.0843954762307503	0.18404886326123
"EMB"	"EMB"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.117776650182811	0.102151571919558	0.0172153922605352	0.048561281651837	0.091973554477676	0.157855481634426
"PARP8"	"PARP8"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.303254705232251	0.193357290134018	0.0284961654474464	0.149837803198285	0.203129722008093	0.341671589118344
"AC010478.1"	"AC010478.1"	"grey"	"grey"	-0.0998506910732826	-0.00723355514439687	-0.0693754675691799	0.171695691640055	0.139515527640927	0.143989391360547
"ISL1"	"ISL1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.13107087652115	-0.217159249928013	-0.135700169990546	0.14785364171106	0.0412796015217046	-0.0838612427488534
"AC022126.1"	"AC022126.1"	"grey"	"grey"	-0.0786562745189923	-0.00622799877870439	-0.0388149586750199	0.119507856520409	0.0889241023006976	0.0983490348230727
"PELO"	"PELO"	"grey"	"grey"	-0.00751381100401789	0.0282038190277687	0.0340834782204927	0.0019356566611398	0.03812982937751	0.0200892147746497
"ITGA1"	"ITGA1"	"grey"	"grey"	-0.0454916809683246	0.126320647582097	0.205733627775333	0.0109006073441088	0.192215147318509	0.102065852792852
"ITGA2"	"ITGA2"	"grey"	"grey"	-0.00145243924986278	-0.0286162120385791	0.000693012242395934	0.0573398256578847	0.0971144842019668	0.0262296843744248
"MOCS2"	"MOCS2"	"grey"	"grey"	-0.015480236081988	0.0398697395540814	0.0265864782403534	0.025114100110627	0.074641416332179	0.0486087132646835
"NDUFS4"	"NDUFS4"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.254833243621395	0.175849781231721	0.036231237215509	0.0867757312041215	0.182122353651254	0.294142138168126
"ARL15"	"ARL15"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.48875872173044	0.315162820798238	0.0699994629571347	0.139043290930416	0.270123323076415	0.563417026234176
"SNX18"	"SNX18"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.106392912460522	0.00465697069828668	-0.0631847503233465	0.122984977302331	0.101806079956046	0.14565269748647
"AC026704.1"	"AC026704.1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.132195302768037	0.0939715758661899	0.0216534670129313	0.0340958491529296	0.0775174996598801	0.155628678702223
"DHX29"	"DHX29"	"grey"	"grey"	0.0274320527005167	0.0330506980065264	0.049901228114566	0.035649378671454	0.147365362385657	0.0343901530551749
"MTREX"	"MTREX"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.156113319785715	0.0613684387197647	0.00339151836821222	0.142777700589257	0.249675364134544	0.234904416847659
"PLPP1"	"PLPP1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.15616748679375	0.0883541110388879	-0.022913901175063	0.0831407443925211	0.0846000597389936	0.177532975027173
"SLC38A9"	"SLC38A9"	"grey"	"grey"	-0.0283229204325719	0.0168069788962378	-0.010738212369333	0.0660316695445461	0.113144890390988	0.0750337625552683
"IL6ST"	"IL6ST"	"grey"	"grey"	-0.0440874690791469	0.0201981217717026	-0.0034451661862865	0.0666932172532931	0.116067548168566	0.0730757223897518
"MAP3K1"	"MAP3K1"	"grey"	"grey"	-0.064525774734767	0.0138401302006151	-0.0268334052443058	0.0907287971953247	0.12735546954803	0.0987790638025548
"MIER3"	"MIER3"	"grey"	"grey"	-0.0216915994437314	0.0427168192155264	0.0218737229063455	0.0427484029934245	0.101135308875853	0.0643015827232942
"GPBP1"	"GPBP1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00526267199990666	-0.000621033580143156	0.00711951059675713	0.0442396416051567	0.131482934698334	0.0634961368640367
"PLK2"	"PLK2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0472426351555183	-0.0192937181386026	0.0115690566735546	0.0290550489707354	0.0453756639306273	-0.0100837777683802
"RAB3C"	"RAB3C"	"betacells_allgenes_ND_25neighbors-M4"	"green"	-0.261430745161996	0.459226932773645	0.263087010351203	-0.096048052013961	0.185089334535104	0.319564389561149
"AC016642.1"	"AC016642.1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.193848042926416	0.214239166447469	0.0886083195447726	-0.0349424352022184	0.0318545113764911	0.192724849570796
"PDE4D"	"PDE4D"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.588057021787866	0.403480561275945	0.159294022427393	0.148765253553165	0.338520492459282	0.638137707325536
"ELOVL7"	"ELOVL7"	"betacells_allgenes_ND_25neighbors-M3"	"brown"	-0.0979262426063272	-0.0683041070224556	-0.158917875452873	0.222028740930926	0.0802001557357432	0.114768755417767
"ERCC8"	"ERCC8"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.133406416464338	-0.0690629849417209	-0.0221180127376756	0.0497555997667244	0.0563400963904569	-0.0725727767082407
"NDUFAF2"	"NDUFAF2"	"grey"	"grey"	-0.0490455615037464	0.0145014907297734	-0.0377721997922858	0.105968787584063	0.119011479131626	0.111437536793116
"SMIM15-AS1"	"SMIM15-AS1"	"grey"	"grey"	-0.0580782021274725	0.0287018280326853	-0.0161446957366287	0.0394001253965451	0.0416326033609834	0.0575867628710554
"ZSWIM6"	"ZSWIM6"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.134504634887288	0.165739040958387	0.105240718491915	0.0281474147477612	0.119434821539483	0.172670174251784
"KIF2A"	"KIF2A"	"grey"	"grey"	-0.0486227001876388	0.0683486313595259	0.0386802997535264	0.048609435051055	0.129147575815009	0.103558088028275
"DIMT1"	"DIMT1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.0978554344393695	0.0565234194352621	0.000207433128261784	0.0415158889247811	0.0698792774944412	0.114686198408765
"IPO11"	"IPO11"	"grey"	"grey"	-0.0800130223524823	0.0255242900329398	-0.0211401612123411	0.097818868681516	0.125115703285932	0.116671265913217
"RNF180"	"RNF180"	"grey"	"grey"	0.000112239083543612	0.0533175303230062	0.0592996265611714	0.0267426154832016	0.0961441520613483	0.0573221128109104
"SREK1IP1"	"SREK1IP1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.104598941972689	0.0693722924219405	0.00512873155278992	0.0710190776147955	0.117376676061122	0.150110453130024
"CWC27"	"CWC27"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.244367989616646	0.160181256133652	0.013342244297602	0.136189056678237	0.20897450669424	0.313541797745758
"ADAMTS6"	"ADAMTS6"	"betacells_allgenes_ND_25neighbors-M3"	"brown"	-0.0419150288290355	-0.0509071108210493	-0.0652123164345628	0.198913664876828	0.177231546812365	0.119783363745697
"PPWD1"	"PPWD1"	"grey"	"grey"	-0.0369703752812002	0.0346225959321142	-0.000736115806114803	0.0867758759414198	0.14685373759914	0.090294687735396
"TRIM23"	"TRIM23"	"grey"	"grey"	-0.0328451331949175	0.0332860197229805	0.0253093576183957	0.0703713188132272	0.176567071243752	0.0971514353105987
"TRAPPC13"	"TRAPPC13"	"grey"	"grey"	-0.0536276846158105	0.000756680918405962	-0.0453430551502216	0.128578777464165	0.158463958135827	0.106478990659916
"SGTB"	"SGTB"	"grey"	"grey"	-0.0751698230185877	0.050723637366851	-0.00545049104859162	0.0619966059272322	0.0909639082576482	0.100660443530136
"NLN"	"NLN"	"grey"	"grey"	-0.0374052590192357	0.0214938964846216	-0.00909985816129665	0.0561640875883224	0.0859964749905306	0.0682503521685814
"ERBIN"	"ERBIN"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.160217797834544	0.136237646081732	0.0719417843173192	0.0784880280183268	0.24571886459776	0.243223089818593
"AC025442.2"	"AC025442.2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.074203382854779	0.0108680205834183	0.0525166149195499	-0.0228280250845502	0.0466587068176989	-0.0374467447625536
"SREK1"	"SREK1"	"grey"	"grey"	-0.0195446205821249	0.00516491697570812	0.0161062053161259	0.0752981533811397	0.182337923610042	0.121920820402329
"MAST4"	"MAST4"	"betacells_allgenes_ND_25neighbors-M5"	"yellow"	-0.0925289545511696	0.294005227078274	0.399779161252952	-0.167422996245603	0.177364079812151	0.15625233350524
"AC112206.2"	"AC112206.2"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.138512346120335	0.0699303209385477	0.00376380698944353	0.0179445548294749	0.0181599489593598	0.132354941395905
"AC106798.1"	"AC106798.1"	"grey"	"grey"	-0.00667496914148401	0.0220624726901194	0.0281127544073254	0.00828968526647307	0.0486271633091593	0.0356664281611283
"PIK3R1"	"PIK3R1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.140507286896561	0.07747896904454	0.0284667548314491	0.0845275348118845	0.176143148378514	0.184907240486628
"SLC30A5"	"SLC30A5"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0534884329548692	-0.0538860950830063	-0.0221425031775459	0.0300201521528137	0.0495895335312735	-0.0279874634035658
"MRPS36"	"MRPS36"	"grey"	"grey"	0.0212172032114632	0.000662942625541108	0.0121300276646017	0.00991107827130688	0.0316931869646955	0.00126018690775795
"CDK7"	"CDK7"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0556805761645071	-2.93094078000671e-05	0.0313592127377057	-0.0107401453929665	0.059890997875338	-0.0222159878146387
"AK6"	"AK6"	"grey"	"grey"	0.0131693892391122	0.00018212157661191	-0.00359681630937856	0.0218065579162696	0.0384383548373277	0.0109161727176474
"TAF9"	"TAF9"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0141634248401366	-0.00176574060664629	0.00186000225107781	-0.01590189943909	0.00183841592597867	-0.00459479417213441
"RAD17"	"RAD17"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0723054318243599	-0.035586079137295	-0.0138165958539859	0.0286986107678934	0.0397677192868611	-0.0378351873749316
"MARVELD2"	"MARVELD2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0644904076244786	-0.0237726454018976	0.00857774937862937	0.0113736935392598	0.0444077433760865	-0.0264547361641481
"OCLN"	"OCLN"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0336510753328668	-0.00971957098229546	0.00360012375515008	0.0326007972993831	0.0609705162596638	-0.00161334453714114
"GTF2H2C"	"GTF2H2C"	"grey"	"grey"	0.0165851207191344	-0.00933753297606224	-0.00299428151082841	0.0348746168504126	0.0516481967904509	0.00656293678315729
"SMN1"	"SMN1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0841483354664102	-0.0442189065408035	-0.00163445052298519	0.00730254628438832	0.00633742140962209	-0.0552629844721483
"NAIP"	"NAIP"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.271981117124491	-0.0650200570737181	0.0720078404812297	-0.0816059524672521	-0.0535093307657713	-0.208590222955266
"GTF2H2"	"GTF2H2"	"grey"	"grey"	0.0151537719645418	0.0300793647908984	0.0388038570058428	0.0310110671144382	0.119255735138612	0.035851667109895
"LINC02197"	"LINC02197"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.393026295667327	0.160462947897489	0.0584499516599235	0.190454216917302	0.391472767944442	0.487174914938915
"BDP1"	"BDP1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.256846871038679	-0.153282123619658	-0.0363566106826493	-0.0037409129243589	0.0216528834231657	-0.164096329145884
"MCCC2"	"MCCC2"	"grey"	"grey"	-0.0241304728487707	0.00782674722432978	-0.022688659211364	0.0903658239168965	0.146761176177248	0.0738136791530345
"AC025774.1"	"AC025774.1"	"grey"	"grey"	-0.0612683377702262	0.0317520693996462	-0.0188632290794018	0.0292497491785962	0.0276428173243105	0.064296457239422
"MAP1B"	"MAP1B"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.180592236035683	0.187168891646597	0.131656902882658	-0.00900943588485717	0.141715128678454	0.228433191399884
"MRPS27"	"MRPS27"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.146675643308194	0.0569306661653136	-0.0406807335316898	0.131240728642195	0.160775172245209	0.189555827882011
"PTCD2"	"PTCD2"	"grey"	"grey"	-0.0347838263633165	-0.0181896527033507	-0.0405356006054234	0.0808082293667888	0.0909273718663484	0.0612796527588101
"TNPO1"	"TNPO1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.224333305155496	0.139066612066974	0.0468871691145415	0.115887289745556	0.271423492408566	0.299661267372984
"FCHO2"	"FCHO2"	"grey"	"grey"	-0.0553149492947551	0.10463639685659	0.0776548695801216	0.0340216657538362	0.139947518931435	0.107151577859385
"BTF3"	"BTF3"	"grey"	"grey"	0.00261462158633918	-0.00881484615366843	-0.0167931042125473	0.03168233870721	0.0306648492270216	0.0153776948123669
"ANKRA2"	"ANKRA2"	"grey"	"grey"	0.0270119968064502	-0.015205398347815	0.00111797067923177	0.0377177876486571	0.0585531875364354	-0.00375458465688572
"ARHGEF28"	"ARHGEF28"	"betacells_allgenes_ND_25neighbors-M4"	"green"	-0.193210508261745	0.259909873815781	0.217977461980362	-0.0244523196751604	0.271714128098128	0.287346864156531
"ENC1"	"ENC1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0214147124954613	0.0315532376555676	0.0337960380025809	-0.0114116665485227	0.00527530364648283	-0.00929161050041106
"HEXB"	"HEXB"	"grey"	"grey"	0.0270143854292581	0.0209873007193942	0.0294961143685488	0.0122436093999073	0.0701708743540249	0.00947194000583721
"GFM2"	"GFM2"	"grey"	"grey"	-0.0570919819312137	0.0400155133431575	-0.00073960410586311	0.0871240276432333	0.145969970522339	0.106399511495935
"NSA2"	"NSA2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0431056496120389	-0.0241777082259396	-0.0243940749959867	0.0346391995505018	0.0448156064101277	-0.0123034818822876
"FAM169A"	"FAM169A"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.0654710015463175	0.0673486211543261	0.00946315560800508	0.0721678678631284	0.10175777023686	0.102980454977284
"AC116337.3"	"AC116337.3"	"grey"	"grey"	-0.0496214890905395	0.0667017855386953	0.0687334718159665	-0.0235263995110534	0.0364854840333639	0.0482311950930452
"GCNT4"	"GCNT4"	"betacells_allgenes_ND_25neighbors-M4"	"green"	-0.0911269744730464	0.216518475594676	0.172792847195619	-0.0557491684910137	0.101986455484422	0.117879818056552
"ANKRD31"	"ANKRD31"	"grey"	"grey"	-0.019675248433916	-0.00652522275071513	-0.010974210991567	0.0388538056429574	0.0465391115201281	0.0361643150890985
"HMGCR"	"HMGCR"	"grey"	"grey"	0.0275060120791658	-0.0219111224947964	-0.0370103156134725	0.0860852911036371	0.121865770505214	0.0165861967927522
"CERT1"	"CERT1"	"grey"	"grey"	-0.0727286450551412	0.0612659725573829	0.0402824021941497	0.0403627950047577	0.149671213777388	0.152170460953451
"POLK"	"POLK"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.147651254803493	0.0911897389436259	0.00568537219357264	0.118005318448058	0.184863740205187	0.213036536564726
"ANKDD1B"	"ANKDD1B"	"grey"	"grey"	-0.0481053735992098	0.0600289972672374	0.0754904244734667	-0.0117768113255836	0.0765608635052091	0.0640927113122241
"POC5"	"POC5"	"grey"	"grey"	-0.0236212741061611	0.0291832360997584	0.0252736419767789	0.0500758337889405	0.137882232529117	0.0651088308613172
"AGGF1"	"AGGF1"	"grey"	"grey"	0.0164310538753954	-0.025299665490607	-0.0389363094572141	0.0717473621424999	0.0982614776122903	0.0287829315035624
"ZBED3"	"ZBED3"	"grey"	"grey"	-0.0695943172481281	0.0048720179995684	-0.0435377196965058	0.0761892444332962	0.0633082392876902	0.0877023839771952
"ZBED3-AS1"	"ZBED3-AS1"	"grey"	"grey"	0.0439327482754393	-0.0536543694308487	-0.0433118142259823	0.0930557935436563	0.0882780423151287	0.00623361672967173
"WDR41"	"WDR41"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.096416637123039	0.04265845111565	-0.0163096775303064	0.0887627436910068	0.127569113499937	0.128915718170882
"TBCA"	"TBCA"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.340758028921974	0.188870330271479	-0.00251804364068587	0.185023345112297	0.219189650058328	0.384536164003232
"AP3B1"	"AP3B1"	"betacells_allgenes_ND_25neighbors-M3"	"brown"	-0.155769688666416	-0.0159625981428673	-0.104649769309464	0.25379445968996	0.190483933385488	0.239371587454826
